Ensembl Gene ID,Gene Start (bp),Gene End (bp),Chromosome Name,Strand,Associated Gene Name
ENSMUSG00000102124,51750796,51772726,7,-1,Gm29296
ENSMUSG00000047606,89728249,89738475,9,-1,Ankrd34c
ENSMUSG00000016995,164389393,164405160,2,-1,Matn4
ENSMUSG00000083877,82441600,82442749,X,1,Gm14740
ENSMUSG00000102542,102114117,102116035,13,-1,RP23-70P8.1
ENSMUSG00000102663,70413319,70413877,3,1,RP23-453A2.1
ENSMUSG00000081638,54441739,54456930,X,1,Gm14594
ENSMUSG00000094698,54350695,54365856,X,1,Gm14596
ENSMUSG00000037339,33600351,33629635,5,-1,Fam53a
ENSMUSG00000020430,3963975,3980004,11,1,Pes1
ENSMUSG00000103452,99322826,99323516,9,1,RP23-114N1.4
ENSMUSG00000036275,52396428,52408728,11,1,9530068E07Rik
ENSMUSG00000041911,71528113,71533981,2,1,Dlx1
ENSMUSG00000090722,91674812,91686113,12,-1,Gm8378
ENSMUSG00000041740,115241412,115272898,5,-1,Rnf10
ENSMUSG00000103857,99307583,99310451,9,1,RP23-114N1.5
ENSMUSG00000036587,25423267,25426374,2,1,Fut7
ENSMUSG00000030527,80586627,80688877,7,-1,Crtc3
ENSMUSG00000102505,30594844,30595733,3,-1,RP24-120B18.5
ENSMUSG00000083914,71370738,71371196,4,-1,Rps18-ps1
ENSMUSG00000036356,68356781,68735146,8,-1,Csgalnact1
ENSMUSG00000024233,4165832,4182232,18,1,Lyzl1
ENSMUSG00000091692,40987555,40995181,7,1,4930433I11Rik
ENSMUSG00000064120,49428362,49455435,17,1,Mocs1
ENSMUSG00000089890,8354056,8364136,6,-1,Gm16055
ENSMUSG00000048922,67676331,67715841,14,-1,Cdca2
ENSMUSG00000092173,7706858,7720205,7,-1,Vmn2r-ps38
ENSMUSG00000101239,69764804,69765115,Y,-1,Gm28304
ENSMUSG00000100971,69766529,69769872,Y,-1,Gm28824
ENSMUSG00000031397,74177259,74208500,X,1,Tktl1
ENSMUSG00000021099,72939892,72944899,12,1,Six6
ENSMUSG00000063063,76881637,77979699,6,-1,Ctnna2
ENSMUSG00000096052,26670010,26670507,14,1,9930004E17Rik
ENSMUSG00000043800,117594353,117595882,10,1,Kifc5c-ps
ENSMUSG00000098017,69209884,69210886,7,1,Gm5342
ENSMUSG00000006095,30224131,30232272,7,-1,Tbcb
ENSMUSG00000044066,20227037,20249429,11,-1,Cep68
ENSMUSG00000048304,73047265,73057803,3,-1,Slitrk3
ENSMUSG00000043702,26659958,26669883,14,-1,Pde12
ENSMUSG00000079694,9250928,9256899,X,-1,Gm14862
ENSMUSG00000082703,28353783,28354789,4,1,Gm11907
ENSMUSG00000020152,20062304,20112913,11,-1,Actr2
ENSMUSG00000040998,132881745,132950291,3,-1,Npnt
ENSMUSG00000086415,113490219,113490660,14,-1,Gm4487
ENSMUSG00000037681,99309963,99358557,9,-1,Esyt3
ENSMUSG00000101137,33102103,33102562,7,1,Rpl23a-ps7
ENSMUSG00000029778,55451978,55501451,6,1,Adcyap1r1
ENSMUSG00000082621,67726244,67726806,X,1,Rpl7a-ps13
ENSMUSG00000089968,99427701,99435313,15,1,Nckap5los
ENSMUSG00000098420,82524991,82525318,9,1,Gm27249
ENSMUSG00000008153,124430759,124464794,6,-1,Clstn3
ENSMUSG00000090098,85774393,85804057,6,1,Alms1-ps2
ENSMUSG00000030237,141805440,141856199,6,-1,Slco1a4
ENSMUSG00000102928,114977693,114978126,12,-1,Ighv1-46
ENSMUSG00000020153,80249121,80256794,10,1,Ndufs7
ENSMUSG00000087416,129135091,129136910,4,1,Gm15906
ENSMUSG00000085025,85233675,85243678,2,1,Gm13715
ENSMUSG00000032096,44741564,44767845,9,-1,Arcn1
ENSMUSG00000071477,48024188,48048911,6,-1,Zfp777
ENSMUSG00000069733,100478849,100550147,4,1,Ube2u
ENSMUSG00000028670,135968224,135972626,4,-1,Lypla2
ENSMUSG00000055197,74881509,74885419,1,-1,Fev
ENSMUSG00000026786,22774094,22875653,2,1,Apbb1ip
ENSMUSG00000086035,89421848,89463487,4,1,Gm12610
ENSMUSG00000090100,120732816,120850604,2,-1,Ttbk2
ENSMUSG00000000317,70224128,70229798,11,-1,Bcl6b
ENSMUSG00000026841,31813290,31846005,2,-1,Fibcd1
ENSMUSG00000024014,29490812,29496111,17,1,Pim1
ENSMUSG00000057666,125161715,125166467,6,-1,Gapdh
ENSMUSG00000047344,9199902,9268085,X,1,Lancl3
ENSMUSG00000085226,134625058,134625744,X,-1,Gm7855
ENSMUSG00000101836,72635212,72635907,Y,-1,Gm28968
ENSMUSG00000022831,36934983,36963212,16,1,Hcls1
ENSMUSG00000086090,37052215,37060035,3,-1,Gm12531
ENSMUSG00000043155,116819904,116821707,4,-1,Hpdl
ENSMUSG00000051483,93607837,93610505,16,1,Cbr1
ENSMUSG00000005625,95032694,95042614,3,-1,Psmd4
ENSMUSG00000100032,68806596,68832728,Y,-1,Gm20817
ENSMUSG00000090407,8595738,8596988,6,-1,Gm16042
ENSMUSG00000021963,57798180,57804980,14,1,Sap18
ENSMUSG00000045467,80246376,80260821,7,1,Ttll13
ENSMUSG00000067870,90764279,90764656,15,-1,Rpl31-ps8
ENSMUSG00000082632,15396748,15397720,2,1,Gm13365
ENSMUSG00000025288,67919864,67921450,X,-1,4933436I01Rik
ENSMUSG00000092512,33980486,33980744,17,-1,Gm4152
ENSMUSG00000042810,48395586,48419855,6,1,Krba1
ENSMUSG00000051002,113108073,113108331,13,1,Gm9848
ENSMUSG00000057290,37404384,37404863,5,-1,Gm15732
ENSMUSG00000020961,91638542,91788387,12,-1,Ston2
ENSMUSG00000072145,44500122,44506345,14,1,BC061237
ENSMUSG00000036545,50602084,50807573,11,1,Adamts2
ENSMUSG00000027805,57841895,57847564,3,-1,Pfn2
ENSMUSG00000080808,89442217,89444644,4,-1,Gm12608
ENSMUSG00000102008,72672209,72672523,Y,-1,Gm28495
ENSMUSG00000082359,28486112,28486458,4,-1,Gm11908
ENSMUSG00000081274,117348907,117349344,5,-1,Gm15727
ENSMUSG00000073860,45683589,45723338,4,1,Gm829
ENSMUSG00000084248,79874351,79874753,4,1,Gm11409
ENSMUSG00000035277,93286445,93298357,X,1,Arx
ENSMUSG00000048279,61138457,61240695,14,1,Sacs
ENSMUSG00000082212,66951829,66953469,1,1,Gm15826
ENSMUSG00000036006,24582189,24733816,13,1,Fam65b
ENSMUSG00000082179,80002331,80003388,4,1,Gm11407
ENSMUSG00000051550,4983483,4996158,7,-1,Zfp579
ENSMUSG00000015668,100622883,100626568,X,-1,Pdzd11
ENSMUSG00000062232,79062516,79286517,3,-1,Rapgef2
ENSMUSG00000082325,93265413,93266288,4,-1,Gm12642
ENSMUSG00000039813,46604390,46650209,4,-1,Tbc1d2
ENSMUSG00000078314,85825892,85834831,X,1,Gm14762
ENSMUSG00000007880,133679008,133756769,4,-1,Arid1a
ENSMUSG00000029343,112255815,112269585,5,1,Crybb1
ENSMUSG00000040350,48826140,48852209,11,1,Trim7
ENSMUSG00000083154,24238100,24239301,4,1,Gm11892
ENSMUSG00000010392,76726602,76763579,11,-1,Gosr1
ENSMUSG00000101418,28703951,28704564,Y,1,Gm28983
ENSMUSG00000062373,58782269,58823530,15,-1,Tmem65
ENSMUSG00000080942,38180728,38181626,X,1,Zfp36l1-ps
ENSMUSG00000021706,92487108,92530868,13,-1,Zfyve16
ENSMUSG00000062611,88123017,88123808,14,-1,Rps3a2
ENSMUSG00000038193,57320983,57324517,8,1,Hand2
ENSMUSG00000097952,32791496,32792487,7,1,Gm4398
ENSMUSG00000020034,84576626,84614359,10,1,Tcp11l2
ENSMUSG00000024816,5849702,5875274,19,-1,Frmd8
ENSMUSG00000086330,59725917,59740154,11,-1,1700007J10Rik
ENSMUSG00000102657,109668869,109677585,12,1,RP23-204I16.3
ENSMUSG00000043029,73267388,73300363,11,1,Trpv3
ENSMUSG00000060560,105131800,105150109,8,1,Ces4a
ENSMUSG00000099959,131447440,131447695,1,-1,Gm29487
ENSMUSG00000103207,30484661,30486124,17,1,RP23-364A24.1
ENSMUSG00000098202,109695586,109702587,12,1,B830012L14Rik
ENSMUSG00000001334,129136999,129144593,4,1,Fndc5
ENSMUSG00000102733,131341302,131342683,1,-1,RP24-81A5.3
ENSMUSG00000080776,46727818,46728630,11,1,Gm12174
ENSMUSG00000050248,37338499,37425055,5,1,Evc2
ENSMUSG00000013150,105713854,105758664,8,-1,Gfod2
ENSMUSG00000082655,134681520,134681877,X,1,Gm7857
ENSMUSG00000027429,144556229,144590749,2,1,Sec23b
ENSMUSG00000023009,99422035,99457748,15,-1,Nckap5l
ENSMUSG00000096591,88779850,88780660,4,1,Gm13272
ENSMUSG00000101778,131406812,131409213,1,-1,Gm29488
ENSMUSG00000085471,90479236,90488425,2,1,4933423P22Rik
ENSMUSG00000103140,114820962,114821225,14,-1,RP23-36O24.1
ENSMUSG00000021877,26638074,26665084,14,1,Arf4
ENSMUSG00000102458,98705752,98706266,9,-1,RP24-116C1.4
ENSMUSG00000096457,28584992,28607842,X,-1,Gm10147
ENSMUSG00000030887,120659296,120670343,7,-1,Pdzd9
ENSMUSG00000087317,92012394,92016117,6,-1,4930466I24Rik
ENSMUSG00000099019,72431127,72431643,9,-1,Gm27254
ENSMUSG00000037434,191906767,191913247,1,1,Slc30a1
ENSMUSG00000043430,36204021,36206568,5,1,Psapl1
ENSMUSG00000102417,40309433,40309871,16,1,RP23-469N16.1
ENSMUSG00000099549,32806135,32806273,7,-1,Gm29432
ENSMUSG00000066894,117319266,117355005,5,1,Vsig10
ENSMUSG00000100348,57320987,57324233,8,-1,Gm28063
ENSMUSG00000045667,72389164,72411713,11,-1,Smtnl2
ENSMUSG00000101463,41413166,41431092,16,-1,Gm28750
ENSMUSG00000099821,32806369,32806831,7,1,Gm28408
ENSMUSG00000051062,35797382,35798884,11,-1,Fbll1
ENSMUSG00000085399,114909257,114921967,4,1,Foxd2os
ENSMUSG00000082913,82687021,82687822,X,-1,Gm14739
ENSMUSG00000083717,109192003,109192867,3,-1,Gm13865
ENSMUSG00000018861,115268024,115277050,11,-1,Fdxr
ENSMUSG00000048411,28776117,28780252,1,-1,Gm597
ENSMUSG00000028405,40143081,40198338,4,1,Aco1
ENSMUSG00000054000,93334138,93335511,4,-1,Tusc1
ENSMUSG00000104060,131376461,131378531,1,-1,RP24-81A5.2
ENSMUSG00000031149,7728439,7731064,X,1,Praf2
ENSMUSG00000024647,86711110,86718283,18,1,Cbln2
ENSMUSG00000027787,69721985,69756373,3,1,Nmd3
ENSMUSG00000023084,87736923,87748625,3,-1,Lrrc71
ENSMUSG00000081148,24423477,24425192,4,1,Gm11891
ENSMUSG00000099190,72207706,72230306,9,-1,Gm27188
ENSMUSG00000044674,4753873,4758035,5,-1,Fzd1
ENSMUSG00000085305,45715169,45716421,4,1,Gm12410
ENSMUSG00000098412,72209555,72210170,9,1,Gm7870
ENSMUSG00000081175,76538909,76539538,X,-1,Gm5793
ENSMUSG00000086497,4905423,4905713,X,1,Gm15259
ENSMUSG00000023072,35397035,35438689,7,1,Cep89
ENSMUSG00000079525,76582610,76602924,X,-1,4930468A15Rik
ENSMUSG00000098041,92729840,92733748,7,1,Gm26981
ENSMUSG00000062896,94604408,94604784,3,-1,Rpl31-ps11
ENSMUSG00000101725,70292585,70303287,Y,-1,Gm29423
ENSMUSG00000061728,34532877,34547651,17,-1,Btnl7-ps
ENSMUSG00000087356,34151929,34174235,6,1,Gm13856
ENSMUSG00000099833,42931751,42956150,Y,1,Gm29165
ENSMUSG00000089862,8259288,8597480,6,1,Gm16039
ENSMUSG00000043857,116918863,116986948,11,1,Mgat5b
ENSMUSG00000031207,96096042,96168552,X,1,Msn
ENSMUSG00000026999,80617236,80658906,2,1,Nup35
ENSMUSG00000017978,23262773,23839421,6,-1,Cadps2
ENSMUSG00000030557,67231163,67372858,7,-1,Mef2a
ENSMUSG00000038354,96670131,96691009,3,1,Ankrd35
ENSMUSG00000011349,24870057,24877651,7,1,Dmrtc2
ENSMUSG00000092511,34856412,34882042,17,-1,Gm20547
ENSMUSG00000025432,127000709,127020994,10,1,Avil
ENSMUSG00000026879,35279663,35307892,2,1,Gsn
ENSMUSG00000029093,36017180,36398139,5,-1,Sorcs2
ENSMUSG00000032292,59942771,59960659,9,-1,Nr2e3
ENSMUSG00000083587,82757430,82758438,X,-1,Gm14741
ENSMUSG00000081176,91114189,91114599,16,-1,H3f3a-ps2
ENSMUSG00000086573,75551117,75551824,X,1,Gm15384
ENSMUSG00000082263,53345290,53345677,11,-1,Gm11188
ENSMUSG00000029096,35652041,35679782,5,-1,Htra3
ENSMUSG00000102101,55973268,55974617,16,-1,2310061J03Rik
ENSMUSG00000087429,88444236,88449887,10,-1,Gm16235
ENSMUSG00000074146,89113111,89177887,9,-1,4930579C12Rik
ENSMUSG00000081707,24195897,24196495,13,1,Gm11343
ENSMUSG00000049538,70727802,70841811,13,-1,Adamts16
ENSMUSG00000085871,100523247,100527801,4,-1,Ube2uos
ENSMUSG00000058600,34440505,34443640,15,-1,Rpl30
ENSMUSG00000082966,41685994,41686377,X,-1,Gm14614
ENSMUSG00000087384,10669248,10683539,16,-1,Gm15558
ENSMUSG00000101243,6583546,6615511,Y,1,Gm28919
ENSMUSG00000081591,36909095,36909590,2,1,Gm13440
ENSMUSG00000038165,24645453,24648860,5,1,1700022A21Rik
ENSMUSG00000040373,107874605,107915055,11,-1,Cacng5
ENSMUSG00000099391,11719605,11769308,5,-1,1700003C15Rik
ENSMUSG00000026851,30972177,30982201,2,-1,BC005624
ENSMUSG00000096937,22402883,22407470,10,1,Gm10825
ENSMUSG00000044763,56032609,56037819,16,-1,Trmt10c
ENSMUSG00000086944,4729869,4730809,16,1,Gm15859
ENSMUSG00000082373,63917848,63935932,1,1,Gm13754
ENSMUSG00000056130,46559155,46574533,18,-1,Ticam2
ENSMUSG00000024190,26505590,26508519,17,-1,Dusp1
ENSMUSG00000087430,31209470,31211347,2,-1,Gm13405
ENSMUSG00000083290,22446056,22446539,X,1,Gm15030
ENSMUSG00000086689,91684665,91693590,12,1,Gm16876
ENSMUSG00000041237,89136142,89146784,3,1,Pklr
ENSMUSG00000067951,20735100,20736126,17,1,Vmn1r227
ENSMUSG00000075380,36927180,36928112,2,-1,Olfr355
ENSMUSG00000078759,31712665,31713978,7,1,Scgb1b7
ENSMUSG00000095285,113661769,113662293,12,-1,Ighv5-9
ENSMUSG00000042682,29968308,29975074,14,1,Selk
ENSMUSG00000104023,70566262,70567296,3,-1,RP23-453A2.2
ENSMUSG00000080725,26912743,26935697,X,-1,Gm6121
ENSMUSG00000081458,89087096,89088054,X,-1,Gm14796
ENSMUSG00000022601,55973883,56008913,16,1,Zbtb11
ENSMUSG00000090303,64053031,64055610,3,-1,Vmn2r-ps3
ENSMUSG00000081918,41741657,41742963,X,-1,Gm14613
ENSMUSG00000039830,91225550,91228677,16,1,Olig2
ENSMUSG00000086395,52276055,52286179,11,1,A630014C17Rik
ENSMUSG00000079418,140956907,141164270,X,1,Atg4a
ENSMUSG00000040550,14809498,14826587,4,-1,Otud6b
ENSMUSG00000058934,87826377,87863381,10,-1,Igf1os
ENSMUSG00000040711,32347820,32428173,11,1,Sh3pxd2b
ENSMUSG00000102375,107680082,107681281,9,1,RP24-281B12.3
ENSMUSG00000042436,61485431,61488900,11,1,Mfap4
ENSMUSG00000081429,63073774,63074019,1,1,Rps27-ps1
ENSMUSG00000031099,47809368,47892974,X,-1,Smarca1
ENSMUSG00000026805,28907679,28916668,2,-1,Barhl1
ENSMUSG00000095377,37092934,37093872,17,-1,Olfr91
ENSMUSG00000083607,93599186,93599495,4,1,Gm12640
ENSMUSG00000009941,134944526,134964754,X,-1,Nxf2
ENSMUSG00000094205,11770548,11775300,5,1,Gm8926
ENSMUSG00000084833,93453258,93671070,4,-1,Gm12649
ENSMUSG00000029179,52775409,52824665,5,1,Zcchc4
ENSMUSG00000038816,56810935,56865188,4,-1,Ctnnal1
ENSMUSG00000004552,131638306,131675505,1,1,Ctse
ENSMUSG00000102584,73182926,73183318,10,-1,RP24-174M12.3
ENSMUSG00000027828,65379655,65392623,3,-1,Ssr3
ENSMUSG00000085456,73201399,73327027,10,-1,Gm15398
ENSMUSG00000091825,73201695,73202766,10,1,Gm5778
ENSMUSG00000030970,132987563,133124354,7,-1,Ctbp2
ENSMUSG00000085402,32903137,32926160,11,-1,Gm12111
ENSMUSG00000061455,48124915,48186507,4,1,Stx17
ENSMUSG00000034037,91978878,92076004,6,1,Fgd5
ENSMUSG00000091142,51568892,51574063,14,-1,Gm17175
ENSMUSG00000029491,108388391,108432397,5,1,Pde6b
ENSMUSG00000025967,63176825,63180486,1,1,Eef1b2
ENSMUSG00000030741,126370060,126377450,7,-1,Spns1
ENSMUSG00000102545,79287173,79289848,3,1,RP24-253I2.1
ENSMUSG00000036502,38196573,38252439,X,-1,Tmem255a
ENSMUSG00000103368,85342511,85344351,9,-1,RP24-216P6.1
ENSMUSG00000032358,76490054,76567116,9,-1,Fam83b
ENSMUSG00000102880,44669330,44670897,4,1,RP23-397E2.5
ENSMUSG00000073797,93802333,93802590,4,1,Gm12650
ENSMUSG00000103995,44702800,44705110,4,1,RP23-397E2.4
ENSMUSG00000081706,55845759,55846638,X,-1,Gm7927
ENSMUSG00000084367,154635551,154639147,X,1,Gm15142
ENSMUSG00000086211,44664415,44685347,4,1,Gm12462
ENSMUSG00000078420,86806088,86806997,2,-1,Olfr141
ENSMUSG00000034320,61192919,61211612,18,-1,Slc26a2
ENSMUSG00000025314,90429754,90580647,2,-1,Ptprj
ENSMUSG00000037130,36812171,36815564,17,1,H2-M10.6
ENSMUSG00000100701,43888051,43888595,1,1,Gm19587
ENSMUSG00000000320,70241457,70255353,11,-1,Alox12
ENSMUSG00000089836,51556635,51559358,14,-1,Gm16290
ENSMUSG00000038593,122241287,122264460,5,-1,Tctn1
ENSMUSG00000087283,60411525,60412579,2,1,Gm13580
ENSMUSG00000020267,54866383,54870501,11,1,Hint1
ENSMUSG00000097538,64632863,64844743,3,-1,Gm26939
ENSMUSG00000031502,11198423,11312826,8,-1,Col4a1
ENSMUSG00000051124,48676129,48679114,6,1,Gimap9
ENSMUSG00000083249,55862223,55876613,X,1,Gm14623
ENSMUSG00000013160,105524465,105566047,8,-1,Atp6v0d1
ENSMUSG00000022940,94358763,94371015,16,-1,Pigp
ENSMUSG00000035686,97412938,97417730,7,-1,Thrsp
ENSMUSG00000001435,77052178,77166548,10,-1,Col18a1
ENSMUSG00000062200,64690660,64844765,3,-1,Vmn2r7
ENSMUSG00000023118,19024377,19054618,7,1,Sympk
ENSMUSG00000045312,94057796,94195409,13,1,Lhfpl2
ENSMUSG00000081089,55904723,55912887,X,1,Gm14624
ENSMUSG00000070448,51451962,51461293,14,1,Vmn2r89
ENSMUSG00000007021,24685092,24689955,17,-1,Syngr3
ENSMUSG00000042359,76406508,76600647,2,1,Osbpl6
ENSMUSG00000081263,102208402,102208758,X,1,Gm14859
ENSMUSG00000081952,48289984,48290313,11,-1,Gm12178
ENSMUSG00000000266,140664599,140767715,X,1,Mid2
ENSMUSG00000083382,141267581,141268455,5,-1,Gm6433
ENSMUSG00000089766,5727206,5731627,19,1,Gm16538
ENSMUSG00000099892,100643582,100644248,1,1,Gm18185
ENSMUSG00000095387,52753367,52753846,14,1,Trav6d-4
ENSMUSG00000081285,17820946,17821770,13,1,Gm18859
ENSMUSG00000066586,33943002,33945040,7,-1,Scgb2b26
ENSMUSG00000082197,154774453,154775438,X,1,Gm8577
ENSMUSG00000102299,155789124,155789358,1,1,RP24-429M15.2
ENSMUSG00000034311,100625737,100727214,X,1,Kif4
ENSMUSG00000081130,121520583,121521047,1,1,Gm8217
ENSMUSG00000075267,76648476,76658556,2,1,Dfnb59
ENSMUSG00000050534,121509842,121528465,1,-1,Htr5b
ENSMUSG00000079409,3188255,3196681,14,1,Gm5795
ENSMUSG00000029280,88002549,88008534,5,1,Smr3a
ENSMUSG00000033184,46560235,46597535,18,-1,Tmed7
ENSMUSG00000046942,79623231,79671435,X,-1,Mageb16
ENSMUSG00000043461,69819542,69859940,3,-1,Sptssb
ENSMUSG00000035352,82101845,82103400,11,1,Ccl12
ENSMUSG00000030177,120324323,120364374,6,-1,Ccdc77
ENSMUSG00000099530,70271306,70303343,Y,-1,Gm29644
ENSMUSG00000028189,146450470,146465849,3,1,Ctbs
ENSMUSG00000083485,69630924,69631312,11,-1,Gm12308
ENSMUSG00000103213,120663252,120667017,10,-1,RP24-502G8.2
ENSMUSG00000079604,9352431,9447676,2,1,Gm13219
ENSMUSG00000031105,48623413,48662294,X,1,Slc25a14
ENSMUSG00000095512,3210975,3211821,14,-1,Gm17222
ENSMUSG00000014592,150917322,151861876,4,-1,Camta1
ENSMUSG00000087316,29068079,29088811,4,1,Gm11917
ENSMUSG00000096217,3254679,3255873,14,-1,Gm4904
ENSMUSG00000030125,124769863,124779727,6,-1,Lrrc23
ENSMUSG00000091849,3186101,3262317,14,-1,Gm17188
ENSMUSG00000085590,114363415,114365357,5,1,Gm13789
ENSMUSG00000097415,75769762,75782099,7,-1,AU020206
ENSMUSG00000101247,42975149,42975595,Y,1,Gm29042
ENSMUSG00000086339,29090605,29091662,4,1,Gm11916
ENSMUSG00000082645,122253002,122253540,5,1,Gm15481
ENSMUSG00000023262,106432981,106438319,9,-1,Acy1
ENSMUSG00000022051,66985239,67008877,14,-1,Bnip3l
ENSMUSG00000101782,57125046,57128288,Y,1,Gm28964
ENSMUSG00000056962,116837432,116843449,11,-1,Jmjd6
ENSMUSG00000070943,36937121,36938068,2,1,Olfr356
ENSMUSG00000086315,40038099,40040027,12,1,Arl4aos
ENSMUSG00000083300,69631522,69631703,11,-1,Gm12309
ENSMUSG00000013787,34898469,34914052,17,1,Ehmt2
ENSMUSG00000103807,41066879,41067154,6,1,Trbv6
ENSMUSG00000103017,120731815,120732855,10,1,RP24-502G8.1
ENSMUSG00000030884,120635176,120659478,7,1,Uqcrc2
ENSMUSG00000093474,64744749,64745645,3,-1,Vmn2r-ps12
ENSMUSG00000096039,3224440,3234351,14,1,D830030K20Rik
ENSMUSG00000093414,64770286,64770518,3,-1,Gm20698
ENSMUSG00000073408,35635752,35643695,17,-1,Dpcr1
ENSMUSG00000061947,103614786,103631444,12,-1,Serpina10
ENSMUSG00000093434,64632574,64662261,3,-1,Vmn2r-ps11
ENSMUSG00000082824,76631434,76632151,X,1,Gm14716
ENSMUSG00000046899,27658956,27668036,13,-1,Prl7a2
ENSMUSG00000014030,44531145,44710487,4,-1,Pax5
ENSMUSG00000100704,87969517,88008277,5,1,Gm28434
ENSMUSG00000085363,67642401,67646776,5,1,Gm15478
ENSMUSG00000022375,66379858,66500910,15,-1,Lrrc6
ENSMUSG00000000686,77515121,77538607,11,1,Abhd15
ENSMUSG00000098154,36372599,36373642,8,-1,Gm5787
ENSMUSG00000083947,37768607,37772789,17,1,Olfr122
ENSMUSG00000080911,29125946,29126124,4,1,Gm11918
ENSMUSG00000103303,156856217,156858859,1,-1,RP24-444I15.1
ENSMUSG00000087261,67847066,67909013,5,1,Gm15477
ENSMUSG00000083256,148788557,148790323,X,1,Kars-ps1
ENSMUSG00000099660,3766452,3767372,Y,1,Gm2316
ENSMUSG00000098194,45835929,45836935,9,-1,Gm7286
ENSMUSG00000101964,156835287,156837924,1,-1,Gm28693
ENSMUSG00000022961,91647506,91679221,16,1,Son
ENSMUSG00000052229,31942997,31949636,18,-1,Gpr17
ENSMUSG00000032602,108662088,108684641,9,1,Slc25a20
ENSMUSG00000069844,67052670,67067070,11,1,Sco1
ENSMUSG00000054434,123068415,123117749,5,1,Tmem120b
ENSMUSG00000095979,49571156,49597425,Y,1,Gm21209
ENSMUSG00000049353,191977370,191988283,1,1,Rd3
ENSMUSG00000064267,122206804,122242297,5,1,Hvcn1
ENSMUSG00000079225,81677598,81678677,9,1,Gm9531
ENSMUSG00000093635,57137299,57138325,6,1,Vmn1r11
ENSMUSG00000060245,20776059,20777501,17,-1,Vmn1r228
ENSMUSG00000087486,117783326,117785055,11,-1,Gm11723
ENSMUSG00000082132,52551969,52552251,2,1,Gm13541
ENSMUSG00000001622,87925579,87932665,5,1,Csn3
ENSMUSG00000081016,108687074,108688035,11,-1,Olfr1397-ps1
ENSMUSG00000053835,36005695,36020560,17,-1,H2-T24
ENSMUSG00000086761,108529097,108533664,11,-1,Cep112os1
ENSMUSG00000030036,83115496,83118898,6,1,Mogs
ENSMUSG00000102772,22109759,22112998,Y,-1,RP24-325L5.1
ENSMUSG00000097116,75784032,75784383,7,1,Gm26729
ENSMUSG00000085485,129246376,129268526,2,1,Gm14024
ENSMUSG00000033544,156838562,156861078,1,1,Angptl1
ENSMUSG00000083157,39216932,39217294,2,-1,Gm13511
ENSMUSG00000090588,35617923,35626637,17,-1,Gm9573
ENSMUSG00000075136,88092954,88093934,2,-1,Olfr1164
ENSMUSG00000049676,29181321,29214035,7,-1,Catsperg1
ENSMUSG00000050010,67607883,67623552,5,1,Shisa3
ENSMUSG00000034456,90333289,90364551,6,1,Uroc1
ENSMUSG00000094747,111944516,111945454,2,-1,Olfr1307
ENSMUSG00000008999,172868012,172940321,2,-1,Bmp7
ENSMUSG00000090262,31140660,31154251,5,-1,Mpv17
ENSMUSG00000026753,39194354,39226451,2,-1,Ppp6c
ENSMUSG00000081262,59577992,59578636,11,-1,Gm12261
ENSMUSG00000100879,81875412,81878760,Y,-1,Gm28743
ENSMUSG00000048327,129268210,129297212,2,-1,Ckap2l
ENSMUSG00000028072,87778244,87795162,3,-1,Ntrk1
ENSMUSG00000102490,60860707,60861085,3,1,RP24-549O22.1
ENSMUSG00000083954,48551253,48552524,11,-1,Gm12179
ENSMUSG00000047945,129513581,129515985,4,1,Marcksl1
ENSMUSG00000085796,146542931,146546108,2,1,4933406D12Rik
ENSMUSG00000096770,113281843,113291449,3,-1,Amy2a4
ENSMUSG00000020419,4345814,4441105,11,-1,Hormad2
ENSMUSG00000040907,24978167,25005957,7,-1,Atp1a3
ENSMUSG00000102068,47810037,47810988,7,1,Mrgprc7-ps
ENSMUSG00000026835,28076378,28084885,2,-1,Fcnb
ENSMUSG00000033684,155776029,155812889,1,-1,Qsox1
ENSMUSG00000048919,59589128,59590087,11,-1,Olfr223
ENSMUSG00000073705,149127121,149137629,4,-1,Apitd1
ENSMUSG00000014856,105326354,105335219,8,1,Tmem208
ENSMUSG00000061080,39984361,42181679,16,1,Lsamp
ENSMUSG00000101355,21717659,21718069,13,1,Hist1h3h
ENSMUSG00000024309,33938821,33940343,17,-1,Pfdn6
ENSMUSG00000100272,17250114,17250492,1,-1,Gm28785
ENSMUSG00000099408,43047510,43050744,Y,-1,Gm28311
ENSMUSG00000042258,116298281,116309689,13,-1,Isl1
ENSMUSG00000041544,148240264,148287965,4,-1,Ptchd2
ENSMUSG00000081615,57455561,57457549,4,-1,Gm12539
ENSMUSG00000103618,8251026,8254057,Y,-1,CH36-246D16.2
ENSMUSG00000092573,8872179,8885651,7,-1,Vmn2r-ps43
ENSMUSG00000104207,15694983,15695679,Y,-1,RP24-474E20.4
ENSMUSG00000084918,95193313,95209727,4,1,Gm12708
ENSMUSG00000039607,116572746,117629913,9,-1,Rbms3
ENSMUSG00000102666,71401091,71401547,3,-1,RP24-383D8.1
ENSMUSG00000100421,8247646,8257801,Y,-1,Gm29044
ENSMUSG00000054727,53742901,53757831,X,-1,1700013H16Rik
ENSMUSG00000090509,35601549,35650571,17,1,Sfta2
ENSMUSG00000067869,90882615,90883518,15,1,Tcea1-ps1
ENSMUSG00000038646,81762925,81769491,7,1,Fam103a1
ENSMUSG00000099980,85781868,85782627,9,-1,Gm5619
